"ChargePeriodStartTimestamp","ChargePeriodStartDate","Metric","ProjectId","ProjectName","Charges (USD)","Usage","Formatted Usage"
"2025-07-18T07:00:00.000Z","2025-07-18","Monitoring data points","","",0,0,"0 Events"
"2025-07-18T07:00:00.000Z","2025-07-18","Blob Simple Operations","","",0,0,"0 Operations"
"2025-07-18T07:00:00.000Z","2025-07-18","Edge Requests","","",0,0,"0 Requests"
"2025-07-18T07:00:00.000Z","2025-07-18","Source Images","","",0,0,"0 Images"
"2025-07-18T07:00:00.000Z","2025-07-18","Vercel Remote Caching","","",0,0,"0 B"
"2025-07-18T07:00:00.000Z","2025-07-18","Edge Config Writes","","",0,0,"0 Writes"
"2025-07-18T07:00:00.000Z","2025-07-18","Runtime Cache Reads","","",0,0,"0 Reads"
"2025-07-18T07:00:00.000Z","2025-07-18","Edge Request CPU Duration","","",0,0,"0 ms"
"2025-07-18T07:00:00.000Z","2025-07-18","Edge Config Reads","","",0,0,"0 Reads"
"2025-07-18T07:00:00.000Z","2025-07-18","Concurrent Builds","","",0,0,"0 Builds"
"2025-07-18T07:00:00.000Z","2025-07-18","ISR Reads","","",0,0,"0 Reads"
"2025-07-18T07:00:00.000Z","2025-07-18","Image Transformations","","",0,0,"0 Transformations"
"2025-07-18T07:00:00.000Z","2025-07-18","Image Optimization Cache Reads","","",0,0,"0 Reads"
"2025-07-18T07:00:00.000Z","2025-07-18","Sandbox Active CPU","","",0,0,"0 ms"
"2025-07-18T07:00:00.000Z","2025-07-18","Secure Compute Data Transfer","","",0,0,"0 B"
"2025-07-18T07:00:00.000Z","2025-07-18","Web Analytics Events","","",0,0,"0 Events"
